iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
MLT,Europe,Malta,2022-01-01,53503.0,1030.0,1117.857,477.0,1.0,0.429,101572.289,1955.394,2122.186,905.556,1.898,0.814,1.36,,,,,,,,,1555394.0,6532.0,3013.745,12.656,7034.0,13.629,0.1589,6.3,tests performed,1073046.0,444637.0,435896.0,,772.0,5965.0,203.71,84.41,82.75,,11324.0,599.0,0.114,43.52,526748.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MHL,Oceania,Marshall Islands,2022-01-01,4.0,0.0,0.0,,,,95.125,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42050.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MRT,Africa,Mauritania,2022-01-01,41867.0,394.0,202.0,870.0,4.0,1.143,9071.99,85.374,43.771,188.517,0.867,0.248,2.54,,,,,,,,,,,,,1786.0,0.374,0.1131,8.8,tests performed,,,,,,14175.0,,,,,3072.0,27552.0,0.597,17.59,4614974.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MUS,Africa,Mauritius,2022-01-01,68552.0,72.0,226.429,786.0,0.0,3.429,52776.356,55.431,174.321,605.12,0.0,2.64,0.86,,,,,,,,,,,,,,,,,,,,,,,5413.0,,,,,4167.0,253.0,0.019,45.37,1298915.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
MEX,North America,Mexico,2022-01-01,3988916.0,9193.0,5530.857,299525.0,97.0,109.429,31481.88,72.554,43.651,2363.953,0.766,0.864,1.76,,,,,,,,,12052695.0,9164.0,92.526,0.07,23948.0,0.184,0.355,2.8,people tested,148938454.0,81916351.0,72846741.0,,,55346.0,117.55,64.65,57.49,,437.0,200.0,0.0,35.19,126705138.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
FSM,Oceania,Micronesia (country),2022-01-01,1.0,0.0,0.0,,,,8.839,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113131.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,
MDA,Europe,Moldova,2022-01-01,376434.0,279.0,297.857,10284.0,9.0,13.429,122957.133,91.132,97.291,3359.131,2.94,4.386,1.18,,,,,,,,,,6284.0,,1.562,6726.0,1.671,0.0443,22.6,tests performed,1776666.0,,982174.0,,153.0,3748.0,58.03,,32.08,,1224.0,1097.0,0.036,47.22,3061506.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
MCO,Europe,Monaco,2022-01-01,4985.0,0.0,33.571,39.0,1.0,0.143,135882.898,0.0,915.102,1063.076,27.258,3.894,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,36686.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
MNG,Asia,Mongolia,2022-01-01,693119.0,498.0,449.571,1986.0,0.0,0.714,207038.272,148.755,134.289,593.229,0.0,0.213,1.23,,,,,,,,,,,,,4935.0,1.482,0.0911,11.0,samples tested,5346343.0,2266150.0,2164097.0,916096.0,5738.0,3504.0,159.7,67.69,64.64,27.36,1047.0,76.0,0.002,40.28,3347782.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
MNE,Europe,Montenegro,2022-01-01,171873.0,1839.0,1292.143,2414.0,3.0,3.714,273744.583,2929.002,2058.014,3844.812,4.778,5.916,2.05,,,,,,,,,,,,,,,,,,635579.0,284030.0,273120.0,78429.0,1062.0,1508.0,101.23,45.24,43.5,12.49,2402.0,197.0,0.031,,627859.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
MSR,North America,Montserrat,2022-01-01,50.0,4.0,0.714,1.0,0.0,0.0,11319.9,905.592,161.713,226.398,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1132.0,4.0,0.091,,4417.0,,,,,,,,,,,,,74.16,,,,,
MAR,Africa,Morocco,2022-01-01,965420.0,2328.0,1404.714,14851.0,2.0,3.429,26038.537,62.789,37.887,400.549,0.054,0.092,2.23,,,,,,,,,9899598.0,18531.0,265.086,0.496,15357.0,0.411,0.0915,10.9,people tested,,,,,,54224.0,,,,,1462.0,4492.0,0.012,77.78,37076584.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
MOZ,Africa,Mozambique,2022-01-01,191722.0,2642.0,2963.857,2012.0,6.0,6.429,5976.917,82.364,92.398,62.724,0.187,0.2,1.4,,,,,,,,,,,,,4718.0,0.147,0.6282,1.6,tests performed,,,,,,102990.0,,,,,3211.0,51192.0,0.16,37.04,32077072.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
MMR,Asia,Myanmar,2022-01-01,530946.0,112.0,206.143,19272.0,4.0,3.0,9869.236,2.082,3.832,358.228,0.074,0.056,0.85,,,,,,,,,,,,,18589.0,0.339,0.0111,90.2,samples tested,36388358.0,20816441.0,15571917.0,,,215682.0,67.64,38.69,28.95,,4009.0,94628.0,0.176,80.56,53798084.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
NAM,Africa,Namibia,2022-01-01,148839.0,865.0,601.429,3645.0,12.0,5.286,58826.133,341.877,237.705,1440.625,4.743,2.089,0.97,,,,,,,,,874033.0,1975.0,337.811,0.763,1892.0,0.731,0.3179,3.1,tests performed,,,,,,303.0,,,,,120.0,1307.0,0.052,28.7,2530151.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NRU,Oceania,Nauru,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,160.0,1.0,0.008,,12512.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,
NPL,Asia,Nepal,2022-01-01,828773.0,342.0,245.0,11594.0,0.0,1.571,27593.584,11.387,8.157,386.016,0.0,0.052,1.28,,,,,,,,,5694312.0,20959.0,191.89,0.706,11382.0,0.384,0.023,43.5,samples tested,,,,,,219116.0,,,,,7295.0,154223.0,0.513,54.17,30034989.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
NLD,Europe,Netherlands,2022-01-01,3171094.0,17582.0,14472.857,21026.0,27.0,35.143,181187.812,1004.588,826.94,1201.369,1.543,2.008,1.25,459.0,26.226,1188.0,67.879,170.0,9.713,1041.0,59.48,22140050.0,31553.0,1289.229,1.837,47732.0,2.779,0.302,3.3,tests performed,,,,,,238178.0,,,,,13609.0,1375.0,0.008,69.44,17501696.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NCL,Oceania,New Caledonia,2022-01-01,12826.0,0.0,17.857,281.0,0.0,0.143,44565.671,0.0,62.047,976.372,0.0,0.496,,,,,,,,,,,,,,,,,,,,,,,,183.0,,,,,636.0,75.0,0.026,,287800.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NZL,Oceania,New Zealand,2022-01-01,14255.0,137.0,57.143,51.0,0.0,0.143,2778.9,26.707,11.14,9.942,0.0,0.028,0.98,,,,,,,,,,,,,10806.0,2.108,,,tests performed,8186789.0,3971870.0,3856415.0,358504.0,1438.0,11088.0,159.59,77.43,75.18,6.99,2162.0,484.0,0.009,62.96,5129728.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,
NIC,North America,Nicaragua,2022-01-01,13563.0,0.0,4.571,217.0,0.0,0.143,1979.844,0.0,0.667,31.676,0.0,0.021,1.15,,,,,,,,,,,,,,,,,,,,,,,28763.0,,,,,4199.0,13199.0,0.193,8.33,6850540.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NER,Africa,Niger,2022-01-01,7438.0,33.0,24.286,276.0,1.0,0.286,294.543,1.307,0.962,10.93,0.04,0.011,1.16,,,,,,,,,,,,,,,,,,,,,,,18757.0,,,,,743.0,21340.0,0.085,16.67,25252722.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NGA,Africa,Nigeria,2022-01-01,242877.0,1364.0,980.429,3033.0,3.0,2.714,1138.123,6.392,4.594,14.213,0.014,0.013,1.0,,,,,,,,,,,,,4302.0,0.02,0.2279,4.4,tests performed,,,,,,145416.0,,,,,681.0,116742.0,0.055,37.96,213401323.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NIU,Oceania,Niue,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,7228.0,3.0,0.155,,1937.0,,,,,,,,,,,,,73.71,,,,,
OWID_NAM,,North America,2022-01-01,65280254.0,237882.0,451492.0,1222335.0,539.0,1526.571,109472.719,398.92,757.136,2049.813,0.904,2.56,,,,,,,,,,,,,,,,,,,840748884.0,406083910.0,351947131.0,90332106.0,410592.0,1675487.0,140.99,68.1,59.02,15.15,2810.0,349865.0,0.059,,596315269.0,,,,,,,,,,,,,,,,,,
PRK,Asia,North Korea,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,0.008,,,samples tested,,,,,,,,,,,,,,,25971909.0,211.701,35.3,9.491,6.139,,,321.681,4.0,,,,13.2,72.27,,,,,
MKD,Europe,North Macedonia,2022-01-01,225484.0,435.0,364.571,7969.0,9.0,10.714,107203.339,206.815,173.331,3788.754,4.279,5.094,1.5,,,,,,,,,,,,,5177.0,2.486,0.0704,14.2,tests performed,,,,,,1666.0,,,,,792.0,219.0,0.01,,2103330.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
NOR,Europe,Norway,2022-01-01,396415.0,2156.0,3470.286,1305.0,0.0,6.857,73369.139,399.036,642.286,241.532,0.0,1.269,1.15,,,295.0,54.599,,,,,9264771.0,8054.0,1695.097,1.474,14830.0,2.713,0.322,3.1,people tested,9787299.0,4291562.0,3928594.0,1567143.0,30.0,16346.0,181.14,79.43,72.71,29.0,3025.0,446.0,0.008,51.85,5403021.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
OWID_OCE,,Oceania,2022-01-01,627233.0,38413.0,23468.571,4523.0,6.0,10.429,14097.73,863.373,527.481,101.659,0.135,0.234,,,,,,,,,,,,,,,,,,,54156337.0,26305924.0,25111553.0,2738860.0,67882.0,93482.0,121.72,59.13,56.44,6.16,2101.0,8873.0,0.02,,44491772.0,,,,,,,,,,,,,,,,,,
OMN,Asia,Oman,2022-01-01,305489.0,0.0,72.143,4116.0,0.0,0.429,67579.02,0.0,15.959,910.525,0.0,0.095,2.14,,,,,,,,,,,,,,,,,,,,,,,11499.0,,,,,2544.0,1065.0,0.024,66.67,4520471.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
PAK,Asia,Pakistan,2022-01-01,1296527.0,594.0,441.0,28941.0,8.0,4.857,5602.918,2.567,1.906,125.068,0.035,0.021,1.5,,,,,,,,,23423546.0,51141.0,104.012,0.227,46684.0,0.207,0.0094,105.9,tests performed,,,,,,1192370.0,,,,,5153.0,682782.0,0.295,54.17,231402116.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PLW,Oceania,Palau,2022-01-01,12.0,2.0,0.571,,,,665.779,110.963,31.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18024.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PSE,Asia,Palestine,2022-01-01,469748.0,0.0,295.143,4919.0,0.0,5.0,91508.305,0.0,57.495,958.236,0.0,0.974,1.29,,,,,,,,,,2745.0,,0.526,5252.0,1.006,0.0562,17.8,tests performed,,,,,,4904.0,,,,,955.0,657.0,0.013,25.0,5133392.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
PAN,North America,Panama,2022-01-01,497808.0,1888.0,1514.857,7430.0,2.0,2.714,114405.299,433.897,348.142,1707.549,0.46,0.624,1.82,,,,,,,,,4521045.0,14778.0,1031.829,3.373,14095.0,3.217,0.1075,9.3,tests performed,,,,,,7115.0,,,,,1635.0,430.0,0.01,53.7,4351267.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PNG,Oceania,Papua New Guinea,2022-01-01,36158.0,0.0,6.857,590.0,0.0,0.143,3634.175,0.0,0.689,59.3,0.0,0.014,0.92,,,,,,,,,,,,,,,,,,,,,,,459.0,,,,,46.0,195.0,0.002,60.65,9949437.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PRY,South America,Paraguay,2022-01-01,466101.0,0.0,153.286,16624.0,0.0,4.0,69527.89,0.0,22.865,2479.788,0.0,0.597,1.24,,,,,,,,,2053004.0,4182.0,284.364,0.579,3639.0,0.504,0.0421,23.7,tests performed,,,,,,30476.0,,,,,4546.0,2168.0,0.032,40.74,6703799.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
PER,South America,Peru,2022-01-01,2301177.0,4346.0,3195.714,202741.0,51.0,36.143,68252.848,128.902,94.785,6013.293,1.513,1.072,1.49,,,,,,,,,21843645.0,,654.797,,48015.0,1.439,0.067,14.9,tests performed,51097941.0,24843212.0,22075691.0,4179038.0,30318.0,205584.0,151.56,73.68,65.48,12.4,6098.0,24430.0,0.072,71.3,33715472.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
PHL,Asia,Philippines,2022-01-01,2847486.0,3507.0,1300.714,51545.0,41.0,51.143,25004.196,30.795,11.422,452.624,0.36,0.449,4.09,,,,,,,,,23798843.0,20651.0,214.313,0.186,26721.0,0.241,0.0487,20.5,people tested,,,,,,624261.0,,,,,5482.0,149420.0,0.131,64.81,113880328.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
POL,Europe,Poland,2022-01-01,4120248.0,12033.0,10951.857,97559.0,505.0,464.0,107556.58,314.114,285.892,2546.719,13.183,12.112,0.88,,,19408.0,506.634,,,,,,,,,81814.0,2.165,0.1339,7.5,tests performed,46989488.0,21674039.0,21046692.0,6866619.0,2087.0,118902.0,122.66,56.58,54.94,17.92,3104.0,21843.0,0.057,44.44,38307726.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
PRT,Europe,Portugal,2022-01-01,1412936.0,23290.0,19554.714,18976.0,21.0,16.429,137310.19,2263.34,1900.342,1844.102,2.041,1.597,1.67,142.0,13.8,1023.0,99.416,,,,,26887506.0,82681.0,2644.346,8.132,246422.0,24.235,0.0794,12.6,tests performed,,,,,,65318.0,,,,,6348.0,6190.0,0.06,42.59,10290103.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRI,North America,Puerto Rico,2022-01-01,,,,,,,,,,,,,,,,,,,,,,2246231.0,1273.0,794.213,0.45,12817.0,4.532,0.23,4.3,tests performed,,,,,,,,,,,,,,37.96,3256028.0,376.232,38.2,15.168,9.829,35044.67,,108.094,12.9,,,,,80.1,,,,,
QAT,Asia,Qatar,2022-01-01,251361.0,833.0,509.286,618.0,0.0,0.571,93504.102,309.869,189.45,229.891,0.0,0.213,2.22,,,,,,,,,4195125.0,31153.0,1431.527,10.631,27504.0,9.385,,,tests performed,5209637.0,,,,3973.0,7892.0,193.79,,,,2936.0,1246.0,0.046,58.33,2688235.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,2022-01-01,1810342.0,1451.0,1135.143,58779.0,27.0,34.714,93661.504,75.07,58.729,3041.044,1.397,1.796,1.71,401.0,20.747,2392.0,123.755,,,,,,,,,40156.0,2.099,0.0283,35.4,tests performed,15825626.0,,7817575.0,,717.0,14961.0,81.88,,40.45,,774.0,9447.0,0.049,52.78,19328560.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
RUS,Europe,Russia,2022-01-01,10340011.0,19606.0,21469.857,303496.0,825.0,896.143,71259.922,135.118,147.963,2091.594,5.686,6.176,0.81,,,,,,,,,,,,,415020.0,2.844,0.0517,19.3,tests performed,146724190.0,,67008180.0,7387352.0,360176.0,433021.0,101.12,,46.18,5.09,2984.0,145412.0,0.1,54.17,145102755.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RWA,Africa,Rwanda,2022-01-01,112654.0,868.0,1163.143,1351.0,1.0,0.714,8368.366,64.478,86.403,100.357,0.074,0.053,1.58,,,,,,,,,4010433.0,20718.0,302.07,1.56,19710.0,1.485,0.059,16.9,samples tested,,,,,,124262.0,,,,,9231.0,39980.0,0.297,80.56,13461888.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
SHN,Africa,Saint Helena,2022-01-01,4.0,0.0,0.0,,,,740.192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5404.0,,,,,,,,,,,,,80.56,,,,,
KNA,North America,Saint Kitts and Nevis,2022-01-01,3043.0,44.0,29.571,28.0,0.0,0.0,63920.514,924.253,621.17,588.161,0.0,0.0,2.78,,,,,,,,,,,,,185.0,3.455,0.1598,6.3,people tested,,,,,,75.0,,,,,1575.0,11.0,0.023,,47606.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
LCA,North America,Saint Lucia,2022-01-01,13640.0,70.0,52.143,301.0,6.0,0.857,75924.565,389.642,290.244,1675.461,33.398,4.771,1.64,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,451.0,26.0,0.014,,179652.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
SPM,North America,Saint Pierre and Miquelon,2022-01-01,100.0,0.0,0.286,,,,16998.13,0.0,48.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5883.0,,,,,,,,,,,,,81.07,,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-01-01,5850.0,0.0,3.143,81.0,0.0,0.0,56071.004,0.0,30.124,776.368,0.0,0.0,0.81,,,,,,,,,,,,,78.0,0.701,0.0403,24.8,tests performed,,,,,,79.0,,,,,757.0,19.0,0.018,,104332.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,2022-01-01,3.0,0.0,0.0,,,,13.713,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,261.0,14.0,0.006,,218764.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
SMR,Europe,San Marino,2022-01-01,8202.0,0.0,96.571,100.0,0.0,0.286,243051.028,0.0,2861.715,2963.314,0.0,8.467,1.41,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,6045.0,4.0,0.012,43.52,33746.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
STP,Africa,Sao Tome and Principe,2022-01-01,3903.0,6.0,21.143,57.0,0.0,0.0,17493.848,26.893,94.766,255.483,0.0,0.0,2.06,,,,,,,,,,,,,,,,,,,,,,,1275.0,,,,,5715.0,74.0,0.033,,223107.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
SAU,Asia,Saudi Arabia,2022-01-01,557082.0,846.0,668.0,8878.0,1.0,1.143,15495.852,23.532,18.581,246.951,0.028,0.032,2.1,,,,,,,,,33396224.0,85705.0,944.98,2.425,83834.0,2.372,0.008,125.5,tests performed,51031649.0,25023844.0,23191521.0,2816284.0,137507.0,229772.0,141.95,69.61,64.51,7.83,6391.0,11670.0,0.032,75.93,35950396.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SEN,Africa,Senegal,2022-01-01,75337.0,282.0,140.571,1890.0,0.0,0.0,4463.96,16.709,8.329,111.989,0.0,0.0,2.43,,,,,,,,,936321.0,1922.0,54.449,0.112,1518.0,0.088,0.0926,10.8,tests performed,,,,,,459.0,,,,,27.0,8.0,0.0,26.85,16876720.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SRB,Europe,Serbia,2022-01-01,1300949.0,1610.0,1636.571,12739.0,25.0,24.429,189324.034,234.299,238.166,1853.877,3.638,3.555,1.61,87.0,12.661,2109.0,306.918,,,,,7250349.0,10496.0,1055.126,1.527,14383.0,2.093,0.1138,8.8,people tested,8290461.0,3316151.0,3220977.0,1753333.0,,11564.0,120.65,48.26,46.87,25.52,1683.0,1505.0,0.022,28.7,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SYC,Africa,Seychelles,2022-01-01,24788.0,0.0,77.0,134.0,0.0,0.429,232816.756,0.0,723.208,1258.57,0.0,4.025,1.16,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,1916.0,30.0,0.028,69.44,106470.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SLE,Africa,Sierra Leone,2022-01-01,7114.0,50.0,58.286,123.0,0.0,0.0,844.829,5.938,6.922,14.607,0.0,0.0,1.31,,,,,,,,,,,,,,,,,,,,,,,1199.0,,,,,142.0,952.0,0.011,48.15,8420641.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SGP,Asia,Singapore,2022-01-01,279861.0,456.0,329.429,829.0,1.0,1.143,51316.745,83.614,60.406,152.01,0.183,0.21,1.22,,,,,,,,,,,,,,,,,,11494724.0,4750208.0,4527883.0,2216633.0,694.0,40665.0,210.77,87.1,83.03,40.65,7457.0,3509.0,0.064,53.7,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SXM,North America,Sint Maarten (Dutch part),2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,341.0,7.0,0.016,,44042.0,1209.088,,,,36327.232,,,,,,,,78.95,,,,,
SVK,Europe,Slovakia,2022-01-01,1374354.0,3272.0,3601.143,16665.0,30.0,47.0,252285.126,600.629,661.049,3059.133,5.507,8.628,0.84,426.0,78.199,2034.0,373.374,,,,,46431625.0,4875.0,8520.706,0.895,31636.0,5.806,0.107,9.3,tests performed,,,,,,25865.0,,,,,4748.0,2200.0,0.04,61.57,5447622.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVN,Europe,Slovenia,2022-01-01,465711.0,1663.0,1475.0,5597.0,8.0,8.857,219736.153,784.652,695.948,2640.829,3.775,4.179,1.34,172.0,81.155,532.0,251.013,,,,,2083475.0,1984.0,1002.286,0.954,4239.0,2.039,0.353,2.8,tests performed,2761949.0,1250439.0,1188990.0,467390.0,1.0,3824.0,130.32,59.0,56.1,22.05,1804.0,319.0,0.015,63.89,2119410.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SLB,Oceania,Solomon Islands,2022-01-01,24.0,0.0,0.571,,,,33.905,0.0,0.807,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,,,,,961.0,367.0,0.052,22.22,707851.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SOM,Africa,Somalia,2022-01-01,23532.0,0.0,0.0,1333.0,0.0,0.0,1378.916,0.0,0.0,78.11,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,6736.0,,,,,395.0,6012.0,0.035,41.67,17065581.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
ZAF,Africa,South Africa,2022-01-01,3468079.0,9793.0,8591.714,91198.0,53.0,60.714,58392.782,164.887,144.661,1535.52,0.892,1.022,0.72,741.0,12.476,9378.0,157.899,,,8550.0,143.958,21267879.0,36855.0,354.217,0.614,32749.0,0.545,0.2624,3.8,people tested,27966664.0,18943212.0,15871913.0,,,24717.0,47.09,31.9,26.72,,416.0,13957.0,0.023,44.44,59392255.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
OWID_SAM,,South America,2022-01-01,39818549.0,46145.0,57861.571,1192148.0,172.0,247.429,91756.97,106.336,133.335,2747.159,0.396,0.57,,,,,,,,,,,,,,,,,,,652085723.0,330676195.0,278889671.0,54934865.0,269962.0,1378845.0,150.27,76.2,64.27,12.66,3177.0,249892.0,0.058,,433956670.0,,,,,,,,,,,,,,,,,,
KOR,Asia,South Korea,2022-01-01,639083.0,3830.0,4517.143,5694.0,69.0,64.143,12330.335,73.895,87.153,109.859,1.331,1.238,0.8,1049.0,20.239,,,565.0,10.901,3670.0,70.808,45550324.0,226427.0,887.831,4.413,195870.0,3.818,0.0231,43.4,people tested,103970427.0,44311384.0,42654672.0,18518603.0,43868.0,545850.0,200.6,85.49,82.3,35.73,10532.0,40274.0,0.078,50.93,51830139.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
